@relation 'german_credit-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replacecredit-Rlast-weka.filters.unsupervised.attribute.Copy-R13-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceageDisc5-Rlast-weka.filters.unsupervised.attribute.Copy-R13-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceageDisc9-Rlast-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Copy-R13-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceageDisc19-Rlast-weka.filters.unsupervised.attribute.Discretize-B20-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Copy-R13-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceageDiscPKIDiscretize-Rlast-weka.filters.unsupervised.attribute.PKIDiscretize-Rlast-weka.filters.unsupervised.attribute.PKIDiscretize-Rlast-weka.filters.unsupervised.attribute.MergeTwoValues-C14-Ffirst-S2-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute checking_status {<0,0<=X<200,>=200,'no checking'}
@attribute duration numeric
@attribute credit_history {'no credits/all paid','all paid','existing paid','delayed previously','critical/other existing credit'}
@attribute credit_amount numeric
@attribute savings_status {<100,100<=X<500,500<=X<1000,>=1000,'no known savings'}
@attribute installment_commitment numeric
@attribute personal_status {'male div/sep','female div/dep/mar','male single','male mar/wid','female single'}
@attribute other_parties {none,'co applicant',guarantor}
@attribute residence_since numeric
@attribute property_magnitude {'real estate','life insurance',car,'no known property'}
@attribute age numeric
@attribute other_payment_plans {bank_stores,none}
@attribute housing {rent,own,'for free'}
@attribute existing_credits numeric
@attribute job {'unemp/unskilled non res','unskilled resident',skilled,'high qualif/self emp/mgmt'}
@attribute num_dependents numeric
@attribute own_telephone {none,yes}
@attribute foreign_worker {yes,no}
@attribute credit {good,bad}
@attribute ageDisc5 {'\'(-inf-28.333333]\'','\'(28.333333-37.666667]\'','\'(37.666667-47]\'','\'(47-56.333333]\'','\'(56.333333-65.666667]\'','\'(65.666667-inf)\''}
@attribute ageDisc9 {'\'(-inf-24.6]\'','\'(24.6-30.2]\'','\'(30.2-35.8]\'','\'(35.8-41.4]\'','\'(41.4-47]\'','\'(47-52.6]\'','\'(52.6-58.2]\'','\'(58.2-63.8]\'','\'(63.8-69.4]\'','\'(69.4-inf)\''}
@attribute ageDisc19 {'\'(-inf-21.8]\'','\'(21.8-24.6]\'','\'(24.6-27.4]\'','\'(27.4-30.2]\'','\'(30.2-33]\'','\'(33-35.8]\'','\'(35.8-38.6]\'','\'(38.6-41.4]\'','\'(41.4-44.2]\'','\'(44.2-47]\'','\'(47-49.8]\'','\'(49.8-52.6]\'','\'(52.6-55.4]\'','\'(55.4-58.2]\'','\'(58.2-61]\'','\'(61-63.8]\'','\'(63.8-66.6]\'','\'(66.6-69.4]\'','\'(69.4-72.2]\'','\'(72.2-inf)\''}
@attribute ageDiscPKIDiscretize {'\'(-inf-21.5]\'','\'(21.5-22.5]\'','\'(22.5-23.5]\'','\'(23.5-24.5]\'','\'(24.5-25.5]\'','\'(25.5-26.5]\'','\'(26.5-27.5]\'','\'(27.5-28.5]\'','\'(28.5-29.5]\'','\'(29.5-30.5]\'','\'(30.5-31.5]\'','\'(31.5-32.5]\'','\'(32.5-33.5]\'','\'(33.5-34.5]\'','\'(34.5-35.5]\'','\'(35.5-36.5]\'','\'(36.5-37.5]\'','\'(37.5-38.5]\'','\'(38.5-39.5]\'','\'(39.5-40.5]\'','\'(40.5-41.5]\'','\'(41.5-42.5]\'','\'(42.5-44.5]\'','\'(44.5-46.5]\'','\'(46.5-48.5]\'','\'(48.5-50.5]\'','\'(50.5-53.5]\'','\'(53.5-56.5]\'','\'(56.5-60.5]\'','\'(60.5-64.5]\'','\'(64.5-inf)\''}

@data
<0,0.470588,'existing paid',0.496368,<100,0.333333,'male single',none,0,car,0.089286,none,own,0,skilled,0,yes,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
0<=X<200,0.029412,'existing paid',0.018708,<100,0.666667,'male mar/wid',none,0.666667,'real estate',0.125,none,own,0,'unskilled resident',0,none,no,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(25.5-26.5]\''
'no checking',0.117647,'critical/other existing credit',0.037416,'no known savings',1,'male single',none,1,'real estate',0.821429,none,own,1,skilled,0,none,yes,good,'\'(56.333333-65.666667]\'','\'(63.8-69.4]\'','\'(63.8-66.6]\'','\'(64.5-inf)\''
0<=X<200,0.558824,'all paid',0.497029,<100,0,'male single',none,0.333333,'no known property',0.642857,bank_stores,'for free',0,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(47-56.333333]\'','\'(52.6-58.2]\'','\'(52.6-55.4]\'','\'(53.5-56.5]\''
0<=X<200,0.161765,'no credits/all paid',0.084076,<100,0.333333,'female div/dep/mar',none,0,'real estate',0.125,none,rent,0.333333,'unemp/unskilled non res',0,none,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(25.5-26.5]\''
0<=X<200,0.058824,'existing paid',0.036151,<100,0.666667,'male mar/wid',none,0.333333,'real estate',0.125,none,own,0,skilled,0,yes,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(25.5-26.5]\''
0<=X<200,0.029412,'existing paid',0.012876,<100,0.666667,'male mar/wid',guarantor,0.666667,'real estate',0.160714,bank_stores,own,0,'unskilled resident',0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
<0,0.470588,'critical/other existing credit',0.516067,<100,1,'male single',none,1,car,0.089286,none,own,0.333333,skilled,0,yes,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
<0,0.647059,'existing paid',0.154121,<100,0.666667,'male single',none,1,car,0.625,none,own,0,skilled,0,none,yes,bad,'\'(47-56.333333]\'','\'(52.6-58.2]\'','\'(52.6-55.4]\'','\'(53.5-56.5]\''
<0,0.647059,'existing paid',0.202542,<100,1,'male single',none,1,'no known property',0.482143,none,'for free',0,skilled,1,none,yes,bad,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(44.5-46.5]\''
0<=X<200,0.470588,'delayed previously',0.39518,<100,0.333333,'female div/dep/mar',none,0.333333,'life insurance',0.625,none,rent,0,skilled,0,none,yes,good,'\'(47-56.333333]\'','\'(52.6-58.2]\'','\'(52.6-55.4]\'','\'(53.5-56.5]\''
'no checking',0.029412,'existing paid',0.059866,500<=X<1000,0,'male div/sep',none,1,'real estate',0.767857,none,own,0,skilled,0,none,yes,good,'\'(56.333333-65.666667]\'','\'(58.2-63.8]\'','\'(61-63.8]\'','\'(60.5-64.5]\''
'no checking',0.029412,'critical/other existing credit',0.071751,<100,0,'female div/dep/mar',none,0.333333,car,0.089286,none,rent,0.333333,skilled,0,yes,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
<0,0.470588,'existing paid',0.858754,<100,0.333333,'male div/sep','co applicant',0.666667,car,0.428571,none,own,0,'high qualif/self emp/mgmt',0,none,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(42.5-44.5]\''
<0,0.205882,'existing paid',0.060251,<100,1,'male mar/wid',none,0.666667,'real estate',0.125,bank_stores,own,0,skilled,0,none,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(25.5-26.5]\''
'no checking',0.117647,'existing paid',0.046825,<100,0.666667,'male mar/wid',none,0.333333,'real estate',0.142857,none,own,0.333333,skilled,0,yes,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
>=200,0.117647,'existing paid',0.152195,<100,0.666667,'male mar/wid',none,0,car,0.089286,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
<0,0.470588,'existing paid',0.135468,<100,0.333333,'male single',none,0.333333,'life insurance',0.392857,bank_stores,own,0,skilled,1,none,yes,bad,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(40.5-41.5]\''
<0,0.058824,'critical/other existing credit',0.026466,<100,1,'male single',none,1,'real estate',0.5,none,own,0.333333,'unskilled resident',0,none,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(46.5-48.5]\''
'no checking',0.205882,'critical/other existing credit',0.194234,<100,0.666667,'male div/sep',none,0.333333,car,0.285714,none,own,0.333333,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(34.5-35.5]\''
<0,0.25,'critical/other existing credit',0.074392,<100,1,'male mar/wid',none,0.666667,car,0.196429,none,own,0.333333,skilled,0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(29.5-30.5]\''
<0,0.205882,'critical/other existing credit',0.204468,<100,0,'female div/dep/mar',none,1,'real estate',0.25,bank_stores,rent,0.666667,skilled,0,yes,yes,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(32.5-33.5]\''
'no checking',0.205882,'no credits/all paid',0.215418,<100,0.333333,'male single',none,0.333333,car,0.303571,bank_stores,own,0.333333,skilled,1,none,yes,bad,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
<0,0.470588,'existing paid',0.444866,'no known savings',0.666667,'male single',none,1,'no known property',0.5,none,'for free',0,skilled,0,none,yes,bad,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(46.5-48.5]\''
0<=X<200,0.647059,'delayed previously',0.353857,'no known savings',1,'male single',none,1,'no known property',0.339286,none,'for free',0,skilled,1,yes,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(37.5-38.5]\''
'no checking',0.294118,'delayed previously',0.116925,500<=X<1000,1,'male single',none,0.333333,car,0.446429,none,own,0.333333,skilled,1,yes,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(42.5-44.5]\''
<0,0.205882,'existing paid',0.053153,<100,1,'female div/dep/mar',none,0.666667,car,0.071429,none,rent,0,skilled,0,yes,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
<0,0.602941,'no credits/all paid',0.636404,<100,0.333333,'male single',none,1,car,0.178571,none,rent,0.333333,skilled,0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(28.5-29.5]\''
0<=X<200,0.294118,'existing paid',0.265984,'no known savings',0.333333,'female div/dep/mar',none,1,car,0.410714,none,own,0,skilled,0,yes,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(41.5-42.5]\''
>=200,0.161765,'existing paid',0.114284,<100,0.333333,'female div/dep/mar',none,0.666667,'real estate',0.107143,none,own,0,'unskilled resident',0,none,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(24.5-25.5]\''
<0,0.117647,'no credits/all paid',0.04578,<100,1,'male single',none,1,car,0.517857,bank_stores,own,0.333333,skilled,0,none,yes,bad,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(47-49.8]\'','\'(46.5-48.5]\''
'no checking',0.117647,'existing paid',0.034995,'no known savings',1,'female div/dep/mar',none,0.333333,car,0.035714,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(-inf-21.8]\'','\'(-inf-21.5]\''
'no checking',0,'existing paid',0.019313,<100,0,'female div/dep/mar',none,0.666667,'real estate',0.071429,none,rent,0,'unskilled resident',1,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
<0,0.294118,'critical/other existing credit',0.148949,<100,1,'male single',none,1,'life insurance',0.785714,none,own,0.333333,skilled,0,yes,yes,good,'\'(56.333333-65.666667]\'','\'(58.2-63.8]\'','\'(61-63.8]\'','\'(60.5-64.5]\''
'no checking',0.294118,'critical/other existing credit',0.129911,<100,1,'male mar/wid','co applicant',0.666667,'real estate',0.482143,none,own,0.333333,skilled,0,none,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(44.5-46.5]\''
<0,0.470588,'existing paid',0.271212,<100,1,'male single',none,0.333333,'life insurance',0.178571,none,own,0,skilled,0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(28.5-29.5]\''
'no checking',0.25,'delayed previously',0.15093,<100,0.666667,'male single',none,0.333333,'real estate',0.160714,bank_stores,own,0.333333,'unskilled resident',0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
'no checking',0.205882,'existing paid',0.093155,<100,1,'female div/dep/mar',none,1,'real estate',0.071429,none,own,0,skilled,0,none,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
'no checking',0.294118,'all paid',0.072026,<100,1,'male single',none,1,car,0.553571,bank_stores,own,0,skilled,0,yes,yes,good,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(49.8-52.6]\'','\'(48.5-50.5]\''
'no checking',0.205882,'existing paid',0.174535,<100,1,'male single',none,1,'life insurance',0.5,bank_stores,own,0.666667,skilled,1,yes,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(46.5-48.5]\''
0<=X<200,0.25,'existing paid',0.205018,'no known savings',0.333333,'male single',none,0.666667,car,0.285714,none,own,0,skilled,0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(34.5-35.5]\''
'no checking',0.205882,'existing paid',0.358259,'no known savings',0.333333,'male single',none,1,car,0.875,none,rent,0.333333,skilled,0,none,yes,bad,'\'(65.666667-inf)\'','\'(63.8-69.4]\'','\'(66.6-69.4]\'','\'(64.5-inf)\''
'no checking',0.294118,'existing paid',0.054969,<100,1,'male mar/wid',none,0.333333,'real estate',0.160714,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
<0,0.073529,'existing paid',0.061296,<100,0.666667,'male single',none,1,'real estate',0.714286,none,own,0,skilled,0,none,yes,good,'\'(56.333333-65.666667]\'','\'(58.2-63.8]\'','\'(58.2-61]\'','\'(56.5-60.5]\''
<0,0.117647,'existing paid',0.025256,<100,1,'male single',none,1,'real estate',0.678571,bank_stores,own,0,'unskilled resident',0,none,yes,bad,'\'(56.333333-65.666667]\'','\'(52.6-58.2]\'','\'(55.4-58.2]\'','\'(56.5-60.5]\''
<0,0.235294,'critical/other existing credit',0.109222,<100,1,'male mar/wid',guarantor,0.333333,'life insurance',0.25,bank_stores,rent,0.333333,skilled,0,none,no,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(32.5-33.5]\''
'no checking',0.294118,'critical/other existing credit',0.20865,'no known savings',0.666667,'male single',none,1,'life insurance',0.428571,none,own,0.333333,skilled,0,yes,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(42.5-44.5]\''
'no checking',0.161765,'critical/other existing credit',0.067184,<100,1,'male single',none,1,'no known property',0.285714,none,'for free',0.333333,skilled,0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(34.5-35.5]\''
<0,0.205882,'all paid',0.065588,<100,1,'male single',none,1,'no known property',0.232143,none,'for free',0.333333,'unskilled resident',1,none,yes,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(31.5-32.5]\''
'no checking',0.470588,'delayed previously',0.584626,<100,0.333333,'male single',none,0.333333,car,0.464286,none,own,0.333333,skilled,1,yes,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(44.5-46.5]\''
'no checking',0.294118,'existing paid',0.067349,100<=X<500,1,'male mar/wid',none,0.666667,'real estate',0.25,none,own,0,skilled,0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(32.5-33.5]\''
'no checking',0.088235,'existing paid',0.035435,'no known savings',1,'female div/dep/mar',none,0.666667,'life insurance',0.375,none,own,0,skilled,0,yes,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(39.5-40.5]\''
'no checking',0.161765,'critical/other existing credit',0.170188,<100,1,'male single',none,0.333333,'no known property',0.160714,none,'for free',0,skilled,0,yes,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
<0,0.161765,'existing paid',0.204083,<100,0.666667,'female div/dep/mar',none,0.333333,'life insurance',0.178571,none,own,0,skilled,0,yes,yes,bad,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(28.5-29.5]\''
'no checking',0.073529,'existing paid',0.183064,100<=X<500,0,'male single',guarantor,0.333333,'real estate',0.125,none,rent,0,skilled,1,none,no,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(25.5-26.5]\''
'no checking',0.294118,'critical/other existing credit',0.305601,>=1000,1,'male single',none,0.333333,'real estate',0.142857,none,own,0.333333,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
'no checking',0.205882,'delayed previously',0.10559,<100,1,'male mar/wid',none,0.333333,car,0.160714,none,own,0,skilled,0,yes,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
<0,0.294118,'existing paid',0.120447,<100,1,'female div/dep/mar',none,1,'real estate',0.285714,none,own,0,skilled,0,yes,yes,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(34.5-35.5]\''
'no checking',0.338235,'critical/other existing credit',0.235281,>=1000,1,'male single',none,0.333333,'real estate',0.232143,bank_stores,own,0.333333,'unskilled resident',1,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(31.5-32.5]\''
'no checking',0.088235,'existing paid',0.107846,<100,0.333333,'male single',none,0.333333,'real estate',0.107143,bank_stores,rent,0,'unskilled resident',0,none,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(24.5-25.5]\''
'no checking',0.161765,'existing paid',0.108452,500<=X<1000,0.333333,'female div/dep/mar',none,1,car,0.017857,none,rent,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(-inf-21.8]\'','\'(-inf-21.5]\''
<0,0.205882,'existing paid',0.117696,<100,1,'female div/dep/mar',none,0,car,0.142857,bank_stores,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
'no checking',0.117647,'critical/other existing credit',0.169528,<100,0.333333,'male single',none,1,'life insurance',0.410714,bank_stores,own,0,skilled,0,none,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(41.5-42.5]\''
'no checking',0.470588,'existing paid',0.393914,'no known savings',0.666667,'male single',none,0.333333,'life insurance',0.321429,none,own,0.333333,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(36.5-37.5]\''
<0,0.117647,'existing paid',0.02212,<100,1,'female div/dep/mar',none,1,'life insurance',0.089286,none,rent,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
'no checking',0.470588,'delayed previously',0.408716,500<=X<1000,0.333333,'female div/dep/mar',none,1,car,0.375,none,own,0.333333,skilled,0,yes,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(39.5-40.5]\''
>=200,0.029412,'critical/other existing credit',0.060141,<100,0,'male single',none,1,'real estate',0.482143,none,own,0.333333,skilled,1,none,no,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(44.5-46.5]\''
<0,0.294118,'critical/other existing credit',0.062287,100<=X<500,1,'male single',none,0,'real estate',0.125,none,own,0.333333,skilled,0,yes,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(25.5-26.5]\''
'no checking',0.161765,'existing paid',0.034335,'no known savings',1,'female div/dep/mar',none,0,'real estate',0.089286,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
<0,0.117647,'existing paid',0.183779,<100,0.333333,'male single','co applicant',0.333333,'life insurance',0.178571,none,own,0,'unskilled resident',1,none,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(28.5-29.5]\''
0<=X<200,0.102941,'critical/other existing credit',0.058985,>=1000,1,'female div/dep/mar',none,1,car,0.375,none,own,0.333333,skilled,0,none,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(39.5-40.5]\''
<0,0.205882,'all paid',0.09299,<100,0.666667,'male single','co applicant',1,'no known property',0.303571,bank_stores,'for free',0,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
'no checking',0.470588,'existing paid',0.184054,<100,1,'male single',none,0.333333,car,0.160714,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
<0,0.073529,'existing paid',0.064488,<100,0.666667,'male single',none,0.333333,'no known property',0.142857,none,'for free',0,'high qualif/self emp/mgmt',0,yes,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
'no checking',0.382353,'critical/other existing credit',0.357214,'no known savings',0.333333,'male single',none,0.666667,'life insurance',0.303571,none,own,0.333333,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
'no checking',0.294118,'existing paid',0.416199,<100,0.666667,'male single',none,0.666667,car,0.339286,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(37.5-38.5]\''
'no checking',0.294118,'existing paid',0.496699,'no known savings',0.333333,'male div/sep',none,1,'no known property',0.517857,none,'for free',0,skilled,0,yes,yes,good,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(47-49.8]\'','\'(46.5-48.5]\''
0<=X<200,0.382353,'critical/other existing credit',0.106251,'no known savings',1,'male single',none,1,'real estate',0.303571,none,own,0.333333,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
'no checking',0.205882,'critical/other existing credit',0.04666,<100,1,'female div/dep/mar',none,1,car,0.821429,none,own,0.333333,'unemp/unskilled non res',0,none,yes,good,'\'(56.333333-65.666667]\'','\'(63.8-69.4]\'','\'(63.8-66.6]\'','\'(64.5-inf)\''
0<=X<200,0.294118,'existing paid',0.209475,<100,0.666667,'male div/sep',none,0.666667,car,0.428571,none,own,0,skilled,0,yes,yes,bad,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(42.5-44.5]\''
<0,0.117647,'existing paid',0.029988,<100,1,'female div/dep/mar',none,1,'life insurance',0.607143,none,own,0,skilled,0,none,yes,bad,'\'(47-56.333333]\'','\'(52.6-58.2]\'','\'(52.6-55.4]\'','\'(50.5-53.5]\''
0<=X<200,0.294118,'critical/other existing credit',0.141686,'no known savings',1,'male single',none,0.666667,'no known property',0.267857,none,own,0.333333,skilled,1,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(33.5-34.5]\''
0<=X<200,0.647059,'existing paid',0.848575,<100,0.333333,'male single',none,0.333333,car,0.071429,none,own,0,skilled,0,yes,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
'no checking',0.470588,'critical/other existing credit',0.350171,<100,1,'male single',none,1,car,0.267857,none,own,0.333333,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(33.5-34.5]\''
'no checking',0.352941,'all paid',0.416749,'no known savings',0.666667,'male single',guarantor,1,'real estate',0.375,bank_stores,rent,0.333333,skilled,1,yes,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(39.5-40.5]\''
<0,0.338235,'critical/other existing credit',0.120612,<100,1,'male single',none,1,car,0.428571,bank_stores,own,1,'high qualif/self emp/mgmt',1,yes,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(42.5-44.5]\''
'no checking',0.161765,'critical/other existing credit',0.086882,<100,1,'male single',none,1,car,0.482143,none,own,0.333333,skilled,0,yes,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(44.5-46.5]\''
<0,0.117647,'critical/other existing credit',0.1057,<100,1,'male single',none,1,'life insurance',0.339286,bank_stores,own,0.333333,'unskilled resident',0,none,no,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(37.5-38.5]\''
0<=X<200,0.470588,'critical/other existing credit',0.305381,<100,0.666667,'male single',none,1,car,0.267857,none,own,0.333333,skilled,0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(33.5-34.5]\''
'no checking',0.205882,'critical/other existing credit',0.050567,'no known savings',1,'male single',none,0.666667,'life insurance',0.178571,none,own,0.333333,skilled,0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(28.5-29.5]\''
'no checking',0.470588,'delayed previously',0.478541,'no known savings',0.666667,'male single',none,0.333333,car,0.214286,bank_stores,own,0,'high qualif/self emp/mgmt',1,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(30.5-31.5]\''
